FullName,Direction,Name,Suffix,SuffixDirection,MinAddress,MaxAddress
S LSD OAKWOOD BL ER,S,LSD OAKWOOD BL,ER, ,3800,3999
S LSD OAKWOOD BL XR,S,LSD OAKWOOD BL,XR, ,3822,3999
N LSD RANDOLPH ST ER,N,LSD RANDOLPH ST,ER, ,100,199
N LSD RANDOLPH ST XR,N,LSD RANDOLPH ST,XR, ,100,299
N LSD RECREATION DR XR,N,LSD RECREATION DR,XR, ,3536,3599
S LSD SB STEVENSON OB ER,S,LSD SB STEVENSON OB,ER, ,2111,2499
N LSD WACKER DR ER SB,N,LSD WACKER DR,ER,SB,200,327
N LSD WACKER DR XR,N,LSD WACKER DR,XR, ,328,399
N LSD WACKER DR NB ER,N,LSD WACKER DR NB,ER, ,400,599
N LSD WILSON AV ER,N,LSD WILSON AV,ER, ,4514,4699
N LSD WILSON AV XR,N,LSD WILSON AV,XR, ,4514,4699
N LUCERNE AVE,N,LUCERNE,AVE, ,6052,6099
N LUDLAM AVE,N,LUDLAM,AVE, ,5200,5499
S LUELLA AVE,S,LUELLA,AVE, ,7100,10399
N LUIS MUNOZ MARIN DR E,N,LUIS MUNOZ MARIN,DR,E,1215,1531
N LUIS MUNOZ MARIN DR W,N,LUIS MUNOZ MARIN,DR,W,1025,1541
W LUIS MUNOZ MARIN DR N,W,LUIS MUNOZ MARIN,DR,N,2832,3099
W LUIS MUNOZ MARIN DR S,W,LUIS MUNOZ MARIN,DR,S,2832,3161
S LUMBER ST,S,LUMBER,ST, ,700,2399
N LUNA AVE,N,LUNA,AVE, ,1400,5899
S LUNA AVE,S,LUNA,AVE, ,5100,5499
N LUNDY AVE,N,LUNDY,AVE, ,6200,6399
W LUNT AVE,W,LUNT,AVE, ,1100,7799
W LUTHER ST,W,LUTHER,ST, ,2600,2699
S LYMAN ST,S,LYMAN,ST, ,2900,3099
N LYNCH AVE,N,LYNCH,AVE, ,5300,5599
W LYNDALE ST,W,LYNDALE,ST, ,2052,4599
S LYNN WHITE DR,S,LYNN WHITE,DR, ,1300,1899
S LYON AVE,S,LYON,AVE, ,9300,9499
S LYTLE ST,S,LYTLE,ST, ,600,1199
N MAC CHESNEY CT,N,MAC CHESNEY,CT, ,300,399
S MACKINAW AVE,S,MACKINAW,AVE, ,8200,13599
E MADISON ST,E,MADISON,ST, ,1,99
W MADISON ST,W,MADISON,ST, ,1,5999
E MADISON PARK,E,MADISON PARK, , ,1200,1399
N MADISON ST ER,N,MADISON ST,ER, ,1,199
N MAGNET AVE,N,MAGNET,AVE, ,5300,5499
N MAGNOLIA AVE,N,MAGNOLIA,AVE, ,1400,6499
N MAJOR AVE,N,MAJOR,AVE, ,1600,5899
S MAJOR AVE,S,MAJOR,AVE, ,5100,6499
N MALDEN ST,N,MALDEN,ST, ,4400,4799
S MALTA ST,S,MALTA,ST, ,9900,10299
N MANDELL AVE,N,MANDELL,AVE, ,6200,6299
N MANGO AVE,N,MANGO,AVE, ,1600,5799
N MANILA AVE,N,MANILA,AVE, ,5300,5399
S MANISTEE AVE,S,MANISTEE,AVE, ,7900,13199
N MANKATO AVE,N,MANKATO,AVE, ,7000,7199
W MANN DR,W,MANN,DR, ,2756,3531
N MANNHEIM RD,N,MANNHEIM,RD, ,4400,6599
N MANOR AVE,N,MANOR,AVE, ,4400,4799
N MANTON AVE,N,MANTON,AVE, ,5700,5999
W MAPLE ST,W,MAPLE,ST, ,1,199
N MAPLEWOOD AVE,N,MAPLEWOOD,AVE, ,200,7599
S MAPLEWOOD AVE,S,MAPLEWOOD,AVE, ,130,11899
W MARBLE PL,W,MARBLE,PL, ,1,799
N MARCEY ST,N,MARCEY,ST, ,1634,1999
W MARGATE TER,W,MARGATE,TER, ,812,999
N MARIA CT,N,MARIA,CT, ,4520,4799
N MARINE DR,N,MARINE,DR, ,4000,5198
N MARION CT,N,MARION,CT, ,1200,1299
W MARKETPLACE ACCESS RD,W,MARKETPLACE ACCESS,RD, ,1600,1999
N MARKHAM AVE,N,MARKHAM,AVE, ,5700,5999
N MARMORA AVE,N,MARMORA,AVE, ,2100,6099
S MARQUETTE AVE,S,MARQUETTE,AVE, ,7600,13199
E MARQUETTE DR,E,MARQUETTE,DR, ,1600,2399
E MARQUETTE RD,E,MARQUETTE,RD, ,1,1599
S MARQUETTE RD,S,MARQUETTE,RD, ,6600,6699
W MARQUETTE RD,W,MARQUETTE,RD, ,1,4799
S MARSHALL BLVD,S,MARSHALL,BLVD, ,1900,2420
N MARSHFIELD AVE,N,MARSHFIELD,AVE, ,400,7749
S MARSHFIELD AVE,S,MARSHFIELD,AVE, ,800,11899
S MARTIN ST,S,MARTIN,ST, ,10500,10699
S MARY ST,S,MARY,ST, ,2500,2729
S MARYLAND AVE,S,MARYLAND,AVE, ,4100,13499
N MASON AVE,N,MASON,AVE, ,1,7199
S MASON AVE,S,MASON,AVE, ,1,6299
N MASSASOIT AVE,N,MASSASOIT,AVE, ,800,1599
S MASSASOIT AVE,S,MASSASOIT,AVE, ,5100,6299
W MATSON AVE,W,MATSON,AVE, ,5935,6099
N MAUD AVE,N,MAUD,AVE, ,1824,1999
N MAUTENE CT,N,MAUTENE,CT, ,1200,1299
W MAXWELL ST,W,MAXWELL,ST, ,500,1133
N MAY ST,N,MAY,ST, ,1,899
S MAY ST,S,MAY,ST, ,700,12299
N MAYFIELD AVE,N,MAYFIELD,AVE, ,1,1899
S MAYFIELD AVE,S,MAYFIELD,AVE, ,1,6499
W MAYPOLE AVE,W,MAYPOLE,AVE, ,1600,5199
N MCALPIN AVE,N,MCALPIN,AVE, ,6900,7199
N MCAULEY CT,N,MCAULEY,CT, ,6300,6400
N MCCLELLAN AVE,N,MCCLELLAN,AVE, ,6141,6299
N MCCLURG CT,N,MCCLURG,CT, ,400,699
N MCCOOK AVE,N,MCCOOK,AVE, ,5940,5999
N MCCORMICK RD,N,MCCORMICK,RD, ,6200,6399
N MCCORMICK PL BUSWAY,N,MCCORMICK PL BUSWAY, , ,1,150
S MCCORMICK PL BUSWAY,S,MCCORMICK PL BUSWAY, , ,1,2399
S MCCORMICK PLACE ER,S,MCCORMICK PLACE,ER, ,2014,2199
N MCCREA DR,N,MCCREA,DR, ,100,239
N MCCUTCHEON TER,N,MCCUTCHEON,TER, ,4900,4929
S MCDERMOTT ST,S,MCDERMOTT,ST, ,2900,2999
S MCDOWELL AVE,S,MCDOWELL,AVE, ,4500,4699
E MCFETRIDGE DR N,E,MCFETRIDGE,DR,N,406,442
E MCFETRIDGE DR S,E,MCFETRIDGE,DR,S,445,499
E MCFETRIDGE DR,E,MCFETRIDGE,DR, ,329,539
W MCLEAN AVE,W,MCLEAN,AVE, ,1400,6499
N MCLEOD AVE,N,MCLEOD,AVE, ,6000,6138
N MCVICKER AVE,N,MCVICKER,AVE, ,1600,7399
S MCVICKER AVE,S,MCVICKER,AVE, ,5100,6299
N MEADE AVE,N,MEADE,AVE, ,1600,7399
S MEADE AVE,S,MEADE,AVE, ,5100,6499
N MEDFORD AVE,N,MEDFORD,AVE, ,6900,7039
W MEDILL AVE,W,MEDILL,AVE, ,1200,7199
N MEDINA AVE,N,MEDINA,AVE, ,5800,5950
S MELODY CT,S,MELODY,CT, ,1800,1899
W MELROSE ST,W,MELROSE,ST, ,400,7046
N MELVINA AVE,N,MELVINA,AVE, ,1600,7199
S MELVINA AVE,S,MELVINA,AVE, ,5100,6499
W MEMORY LN,W,MEMORY,LN, ,8000,8199
N MENARD AVE,N,MENARD,AVE, ,1,6099
S MENARD AVE,S,MENARD,AVE, ,1,6499
S MENARD DR,S,MENARD,DR, ,200,232
N MENDELL ST,N,MENDELL,ST, ,1900,2099
N MENDOTA AVE,N,MENDOTA,AVE, ,6800,7099
W MENOMONEE ST,W,MENOMONEE,ST, ,157,599
W MERCHANDISE MART PLZ,W,MERCHANDISE MART,PLZ, ,200,299
N MEREDITH AVE,N,MEREDITH,AVE, ,6200,6299
S MERRILL AVE,S,MERRILL,AVE, ,6700,10099
N MERRIMAC AVE,N,MERRIMAC,AVE, ,1600,7199
S MERRIMAC AVE,S,MERRIMAC,AVE, ,5100,6299
S MERRION AVE,S,MERRION,AVE, ,9500,9899
S METRON DR,S,METRON,DR, ,12600,12856
N MEYER AVE,N,MEYER,AVE, ,1610,1699
W MIAMI AVE,W,MIAMI,AVE, ,5900,6139
N MICHIGAN AVE W,N,MICHIGAN,AVE,W,800,829
N MICHIGAN AVE,N,MICHIGAN,AVE, ,1,999
S MICHIGAN AVE,S,MICHIGAN,AVE, ,1,13363
N MICHIGAN LOWER AVE,N,MICHIGAN LOWER,AVE, ,200,599
S MIDWAY AIRPORT,S,MIDWAY AIRPORT, , ,0,0
S MIDWAY AIRPORT CICERO AVE ER SB,S,MIDWAY AIRPORT CICERO AVE,ER,SB,0,0
S MIDWAY AIRPORT CICERO AVE ER NB,S,MIDWAY AIRPORT CICERO AVE,ER,NB,0,0
S MIDWAY AIRPORT CICERO AVE XR,S,MIDWAY AIRPORT CICERO AVE,XR, ,0,0
S MIDWAY AIRPORT LOWER,S,MIDWAY AIRPORT LOWER, , ,0,0
S MIDWAY AIRPORT LOWER CICERO AVE ER NB,S,MIDWAY AIRPORT LOWER CICERO AVE,ER,NB,0,0
S MIDWAY AIRPORT LOWER CICERO AVE ER SB,S,MIDWAY AIRPORT LOWER CICERO AVE,ER,SB,0,0
S MIDWAY AIRPORT LOWER CICERO AVE XR,S,MIDWAY AIRPORT LOWER CICERO AVE,XR, ,0,0
W MIDWAY PARK,W,MIDWAY PARK, , ,5700,5999
E MIDWAY PLAISANCE   N,E,MIDWAY PLAISANCE, ,N,1600,1640
E MIDWAY PLAISANCE,E,MIDWAY PLAISANCE, , ,732,1645
N MIES VAN DER ROHE WAY,N,MIES VAN DER ROHE,WAY, ,500,931
N MILDRED AVE,N,MILDRED,AVE, ,2600,2999
S MILLARD AVE,S,MILLARD,AVE, ,500,11437
S MILLER ST,S,MILLER,ST, ,700,1999
N MILTIMORE AVE,N,MILTIMORE,AVE, ,5600,5999
N MILWAUKEE AVE,N,MILWAUKEE,AVE, ,200,7599
N MILWAUKEE CT,N,MILWAUKEE,CT, ,3800,3899
S MINERVA AVE,S,MINERVA,AVE, ,6352,6699
N MINNEHAHA AVE,N,MINNEHAHA,AVE, ,6300,6599
N MINNETONKA AVE,N,MINNETONKA,AVE, ,6500,6999
N MOBILE AVE,N,MOBILE,AVE, ,1600,7199
S MOBILE AVE,S,MOBILE,AVE, ,5100,6499
S MOE DR,S,MOE,DR, ,1700,3099
W MOFFAT ST,W,MOFFAT,ST, ,2000,3199
N MOHAWK ST,N,MOHAWK,ST, ,814,2099
N MONITOR AVE,N,MONITOR,AVE, ,1000,6099
S MONITOR AVE,S,MONITOR,AVE, ,900,6299
N MONON AVE,N,MONON,AVE, ,6932,7099
E MONROE DR,E,MONROE,DR, ,100,410
W MONROE PKWY,W,MONROE,PKWY, ,1300,1399
E MONROE ST,E,MONROE,ST, ,1,99
W MONROE ST,W,MONROE,ST, ,1,5599
W MONSIGNOR MCELLIGOTT AVE,W,MONSIGNOR MCELLIGOTT,AVE, ,2630,2799
N MONT CLARE AVE,N,MONT CLARE,AVE, ,2500,5531
W MONTANA ST,W,MONTANA,ST, ,900,5299
W MONTEREY AVE,W,MONTEREY,AVE, ,1600,1960
S MONTGOMERY AVE,S,MONTGOMERY,AVE, ,4000,4133
W MONTGOMERY AVE,W,MONTGOMERY,AVE, ,2600,2639
N MONTICELLO AVE,N,MONTICELLO,AVE, ,400,6399
W MONTICELLO AVE,W,MONTICELLO,AVE, ,3614,3625
W MONTROSE AVE,W,MONTROSE,AVE, ,615,8599
W MONTROSE DR,W,MONTROSE,DR, ,300,614
W MONTROSE HARBOR DR,W,MONTROSE HARBOR,DR, ,200,499
W MONTVALE AVE,W,MONTVALE,AVE, ,1637,1916
N MOODY AVE,N,MOODY,AVE, ,1600,7199
S MOODY AVE,S,MOODY,AVE, ,5100,6299
N MOORMAN ST,N,MOORMAN,ST, ,1300,1335
E MORGAN DR,E,MORGAN,DR, ,440,731
N MORGAN ST,N,MORGAN,ST, ,1,799
S MORGAN ST,S,MORGAN,ST, ,1,12935
W MORSE AVE,W,MORSE,AVE, ,1100,5499
N MOSELLE AVE,N,MOSELLE,AVE, ,6800,7099
N MOZART DR,N,MOZART,DR, ,1200,1220
N MOZART ST,N,MOZART,ST, ,100,6799
S MOZART ST,S,MOZART,ST, ,1,8631
N MT PROSPECT RD,N,MT PROSPECT,RD, ,6800,6999
N MULLIGAN AVE,N,MULLIGAN,AVE, ,1800,5999
S MULLIGAN AVE,S,MULLIGAN,AVE, ,5100,6299
E MUSEUM DR,E,MUSEUM,DR, ,1620,1899
S MUSEUM CAMPUS DR,S,MUSEUM CAMPUS,DR, ,1250,1801
W MUSIC COURT DR,W,MUSIC COURT,DR, ,3620,3799
S MUSKEGON AVE,S,MUSKEGON,AVE, ,7726,13230
W MYRICK ST,W,MYRICK,ST, ,3750,3899
W MYRTLE AVE,W,MYRTLE,AVE, ,7132,7799
N N BRANCH CANAL,N,N BRANCH CANAL, , ,835,1599
N N BRANCH CHICAGO RIVER,N,N BRANCH CHICAGO RIVER, , ,213,6645
W N BRANCH CHICAGO RIVER,W,N BRANCH CHICAGO RIVER, , ,3032,6599
N NAGLE AVE,N,NAGLE,AVE, ,1600,7199
S NAGLE AVE,S,NAGLE,AVE, ,5100,6299
N NAPER AVE,N,NAPER,AVE, ,5900,6299
N NAPLES AVE,N,NAPLES,AVE, ,6036,6199
N NAPOLEON AVE,N,NAPOLEON,AVE, ,5800,5899
N NARRAGANSETT AVE,N,NARRAGANSETT,AVE, ,1600,4799
S NARRAGANSETT AVE,S,NARRAGANSETT,AVE, ,5100,6499
N NASHOTAH AVE,N,NASHOTAH,AVE, ,5900,6033
N NASHVILLE AVE,N,NASHVILLE,AVE, ,1600,6599
S NASHVILLE AVE,S,NASHVILLE,AVE, ,5100,6499
N NASSAU AVE,N,NASSAU,AVE, ,6002,6199
N NATCHEZ AVE,N,NATCHEZ,AVE, ,1600,5531
S NATCHEZ AVE,S,NATCHEZ,AVE, ,5100,6499
N NATOMA AVE,N,NATOMA,AVE, ,1600,6599
S NATOMA AVE,S,NATOMA,AVE, ,5100,6299
N NAVAJO AVE,N,NAVAJO,AVE, ,6200,6460
E NAVAL ARMORY DR,E,NAVAL ARMORY,DR, ,732,799
N NAVARRE AVE,N,NAVARRE,AVE, ,5800,6199
N NEENAH AVE,N,NEENAH,AVE, ,2800,6399
S NEENAH AVE,S,NEENAH,AVE, ,5100,6299
W NELSON ST,W,NELSON,ST, ,828,6999
N NEOLA AVE,N,NEOLA,AVE, ,6000,6199
N NETTLETON AVE,N,NETTLETON,AVE, ,6026,6199
N NEVA AVE,N,NEVA,AVE, ,1600,6599
S NEVA AVE,S,NEVA,AVE, ,5200,5899
N NEW ST,N,NEW,ST, ,406,479
N NEW ENGLAND AVE,N,NEW ENGLAND,AVE, ,1600,6443
S NEW ENGLAND AVE,S,NEW ENGLAND,AVE, ,5100,6499
N NEW HAMPSHIRE AVE,N,NEW HAMPSHIRE,AVE, ,5628,5799
N NEWARK AVE,N,NEWARK,AVE, ,5600,6499
S NEWBERRY AVE,S,NEWBERRY,AVE, ,1200,1799
N NEWBURG AVE,N,NEWBURG,AVE, ,5902,6199
N NEWCASTLE AVE,N,NEWCASTLE,AVE, ,1600,6599
S NEWCASTLE AVE,S,NEWCASTLE,AVE, ,5100,5999
N NEWGARD AVE,N,NEWGARD,AVE, ,6400,6799
N NEWLAND AVE,N,NEWLAND,AVE, ,1600,6499
S NEWLAND AVE,S,NEWLAND,AVE, ,5100,6299
W NEWPORT AVE,W,NEWPORT,AVE, ,800,7047
N NIAGARA AVE,N,NIAGARA,AVE, ,6000,6299
N NICKERSON AVE,N,NICKERSON,AVE, ,5800,6199
N NICOLET AVE,N,NICOLET,AVE, ,5730,5919
N NINA AVE,N,NINA,AVE, ,5744,6099
N NIXON AVE,N,NIXON,AVE, ,6500,6599
N NOBLE ST,N,NOBLE,ST, ,400,1599
N NOKOMIS AVE,N,NOKOMIS,AVE, ,6300,6499
N NORA AVE,N,NORA,AVE, ,2900,3999
N NORDICA AVE,N,NORDICA,AVE, ,1600,6599
S NORDICA AVE,S,NORDICA,AVE, ,5120,5899
S NORFOLK RR ACCESS RD,S,NORFOLK RR ACCESS,RD, ,10308,10499
S NORMAL AVE,S,NORMAL,AVE, ,1800,12999
S NORMAL BLVD,S,NORMAL,BLVD, ,5500,7199
W NORMAL PKWY N,W,NORMAL,PKWY,N,300,458
W NORMAL PKWY S,W,NORMAL,PKWY,S,301,459
W NORMAN R BOBINS PL,W,NORMAN R BOBINS,PL, ,3500,3552
N NORMANDY AVE,N,NORMANDY,AVE, ,1600,6599
S NORMANDY AVE,S,NORMANDY,AVE, ,5100,6499
E NORTH AVE,E,NORTH,AVE, ,1,99
W NORTH AVE,W,NORTH,AVE, ,100,7198
W NORTH BLVD,W,NORTH,BLVD, ,1,99
N NORTH BRANCH ST,N,NORTH BRANCH,ST, ,900,1399
N NORTH PARK AVE,N,NORTH PARK,AVE, ,1336,1799
W NORTH SHORE AVE,W,NORTH SHORE,AVE, ,1000,7799
N NORTH SHORE CHANNEL,N,NORTH SHORE CHANNEL, , ,5100,6399
E NORTH WATER ST,E,NORTH WATER,ST, ,39,499
E NORTH WATER LOWER ST,E,NORTH WATER LOWER,ST, ,134,399
N NORTHCOTT AVE,N,NORTHCOTT,AVE, ,5628,6199
N NORTHWEST HWY,N,NORTHWEST,HWY, ,5000,6907
W NORWOOD ST,W,NORWOOD,ST, ,1200,7799
N NOTTINGHAM AVE,N,NOTTINGHAM,AVE, ,3000,5721
S NOTTINGHAM AVE,S,NOTTINGHAM,AVE, ,5131,6499
E OAK ST,E,OAK,ST, ,1,149
W OAK ST,W,OAK,ST, ,1,699
N OAK PARK AVE,N,OAK PARK,AVE, ,1600,6559
S OAK PARK AVE,S,OAK PARK,AVE, ,5100,6499
W OAKDALE AVE,W,OAKDALE,AVE, ,300,6999
S OAKENWALD AVE,S,OAKENWALD,AVE, ,4000,4599
S OAKLAND CRES,S,OAKLAND,CRES, ,4060,4099
N OAKLEY AVE,N,OAKLEY,AVE, ,1600,7599
S OAKLEY AVE,S,OAKLEY,AVE, ,1200,11899
N OAKLEY BLVD,N,OAKLEY,BLVD, ,1,1599
S OAKLEY BLVD,S,OAKLEY,BLVD, ,1,1199
N OAKVIEW AVE,N,OAKVIEW,AVE, ,4500,5599
E OAKWOOD BLVD,E,OAKWOOD,BLVD, ,376,1099
S OB DAN RYAN SR,S,OB DAN RYAN,SR, ,4400,4529
W OB NORTHWEST TOLL,W,OB NORTHWEST,TOLL, ,8800,9199
N OCONTO AVE,N,OCONTO,AVE, ,3000,7599
N OCTAVIA AVE,N,OCTAVIA,AVE, ,3000,7599
N ODELL AVE,N,ODELL,AVE, ,3000,7599
N OGALLAH AVE,N,OGALLAH,AVE, ,6408,6699
N OGDEN AVE,N,OGDEN,AVE, ,1,1999
W OGDEN AVE S,W,OGDEN,AVE,S,2541,3899
W OGDEN AVE N,W,OGDEN,AVE,N,2540,3928
W OGDEN AVE,W,OGDEN,AVE, ,1544,4599
S OGLESBY AVE,S,OGLESBY,AVE, ,6700,10661
W OHARE ST,W,OHARE,ST, ,10000,10098
W OHARE AIRPORT,W,OHARE AIRPORT, , ,10000,10000
E OHIO ST E,E,OHIO,ST,E,100,350
E OHIO ST,E,OHIO,ST, ,1,1099
W OHIO ST,W,OHIO,ST, ,1,5999
W OHIO FEEDER XR,W,OHIO FEEDER,XR, ,340,903
W OHIO FEEDER XR IB,W,OHIO FEEDER,XR,IB,943,999
N OKETO AVE,N,OKETO,AVE, ,3000,7599
N OLCOTT AVE,N,OLCOTT,AVE, ,3000,7599
W OLD HIGGINS RD,W,OLD HIGGINS,RD, ,12500,12599
S OLD LAKE SHORE DR E,S,OLD LAKE SHORE,DR,E,1300,1398
W OLD TOWN CT,W,OLD TOWN,CT, ,332,359
N OLEANDER AVE,N,OLEANDER,AVE, ,3000,7599
N OLIPHANT AVE,N,OLIPHANT,AVE, ,6401,6799
W OLIVE AVE,W,OLIVE,AVE, ,1400,7843
N OLMSTED AVE,N,OLMSTED,AVE, ,6520,6899
N OLYMPIA AVE,N,OLYMPIA,AVE, ,5000,6799
N ONARGA AVE,N,ONARGA,AVE, ,6500,6799
N ONEIDA AVE,N,ONEIDA,AVE, ,6412,6499
E ONTARIO ST,E,ONTARIO,ST, ,1,499
W ONTARIO ST,W,ONTARIO,ST, ,1,3999
W ONTARIO FEEDER EXPRESS LANES ER,W,ONTARIO FEEDER EXPRESS LANES,ER, ,910,999
N OPAL AVE,N,OPAL,AVE, ,3200,3599
N ORANGE AVE,N,ORANGE,AVE, ,3200,5799
N ORCHARD ST,N,ORCHARD,ST, ,1600,3199
N ORIOLE AVE,N,ORIOLE,AVE, ,3000,7599
N ORLEANS ST,N,ORLEANS,ST, ,300,2099
N OSAGE AVE,N,OSAGE,AVE, ,3200,5799
N OSCEOLA AVE,N,OSCEOLA,AVE, ,3000,7599
N OSHKOSH AVE,N,OSHKOSH,AVE, ,6500,6799
N OSWEGO ST,N,OSWEGO,ST, ,400,499
N OTSEGO AVE,N,OTSEGO,AVE, ,6500,6637
N OTTAWA AVE,N,OTTAWA,AVE, ,3200,7599
N OTTO AVE,N,OTTO,AVE, ,5200,5228
N OVERHILL AVE,N,OVERHILL,AVE, ,3200,7599
N OWEN AVE,N,OWEN,AVE, ,6900,6999
N OXFORD AVE,N,OXFORD,AVE, ,6400,6799
N OZANAM AVE,N,OZANAM,AVE, ,3200,7199
N OZARK AVE,N,OZARK,AVE, ,3200,7599
N PACIFIC AVE,N,PACIFIC,AVE, ,3200,5399
S PACKERS AVE,S,PACKERS,AVE, ,4000,4699
N PAGE AVE,N,PAGE,AVE, ,3200,3999
W PALATINE AVE,W,PALATINE,AVE, ,6400,7769
W PALMER BLVD,W,PALMER,BLVD, ,2939,3199
W PALMER ST,W,PALMER,ST, ,2200,7199
N PANAMA AVE,N,PANAMA,AVE, ,3200,5558
N PARIS AVE,N,PARIS,AVE, ,3200,5544
N PARK DR,N,PARK,DR, ,172,541
E PARK PL,E,PARK,PL, ,1344,1499
S PARK TER,S,PARK,TER, ,800,1199
S PARK SHORE EAST CT,S,PARK SHORE EAST,CT, ,6200,6299
W PARKER AVE,W,PARKER,AVE, ,3400,5599
N PARKSIDE AVE,N,PARKSIDE,AVE, ,1,5727
S PARKSIDE AVE,S,PARKSIDE,AVE, ,1,6299
N PARKVIEW TER,N,PARKVIEW,TER, ,3630,3899
S PARNELL AVE,S,PARNELL,AVE, ,2900,12999
W PATTERSON AVE,W,PATTERSON,AVE, ,600,7799
N PATTON AVE,N,PATTON,AVE, ,4536,4623
N PATTON DR,N,PATTON,DR, ,0,0
N PAULINA ST,N,PAULINA,ST, ,1,7749
S PAULINA ST,S,PAULINA,ST, ,1,9199
E PAVILION PLAZA DR,E,PAVILION PLAZA,DR, ,2100,2199
S PAXTON AVE,S,PAXTON,AVE, ,6700,10299
S PAYNE DR,S,PAYNE,DR, ,5132,5971
E PEARSON ST,E,PEARSON,ST, ,1,299
W PEARSON ST,W,PEARSON,ST, ,1,1799
W PENSACOLA AVE,W,PENSACOLA,AVE, ,1433,5799
S PEORIA DR,S,PEORIA,DR, ,6200,6475
N PEORIA ST,N,PEORIA,ST, ,1,899
S PEORIA ST,S,PEORIA,ST, ,1,12935
S PERRY AVE,S,PERRY,AVE, ,5500,12699
W PERSHING PL,W,PERSHING,PL, ,1900,2036
E PERSHING RD,E,PERSHING,RD, ,1,999
W PERSHING RD OP,W,PERSHING,RD,OP,1122,1399
W PERSHING RD,W,PERSHING,RD, ,1,3599
N PESHTIGO CT,N,PESHTIGO,CT, ,500,529
W PETERSON AVE,W,PETERSON,AVE, ,1600,7799
S PHILLIPS AVE,S,PHILLIPS,AVE, ,7200,9399
N PICARDY PL,N,PICARDY,PL, ,2800,2930
N PIER CT,N,PIER,CT, ,3200,3261
W PIERCE AVE,W,PIERCE,AVE, ,1600,4131
N PINE AVE,N,PINE,AVE, ,1,1399
N PINE GROVE AVE,N,PINE GROVE,AVE, ,2700,3999
N PIONEER AVE,N,PIONEER,AVE, ,3200,5544
W PIPPIN ST,W,PIPPIN,ST, ,3700,3999
S PITNEY CT,S,PITNEY,CT, ,2800,3053
N PITTSBURGH AVE,N,PITTSBURGH,AVE, ,3200,5599
N PLAINFIELD AVE,N,PLAINFIELD,AVE, ,3200,5328
S PLEASANT AVE,S,PLEASANT,AVE, ,8801,9499
S PLYMOUTH CT,S,PLYMOUTH,CT, ,300,1499
N POE ST,N,POE,ST, ,1864,1899
N POINT ST,N,POINT,ST, ,2000,2199
W POLK ST,W,POLK,ST, ,1,5299
N POLLOCK ST,N,POLLOCK,ST, ,1,42
N PONCHARTRAIN BLVD,N,PONCHARTRAIN,BLVD, ,6500,6699
N PONTIAC AVE,N,PONTIAC,AVE, ,3200,4199
E POOL DR,E,POOL,DR, ,400,531
W POPE JOHN PAUL II DR,W,POPE JOHN PAUL II,DR, ,2400,3199
S POPLAR AVE,S,POPLAR,AVE, ,2700,3099
S PORTLAND AVE,S,PORTLAND,AVE, ,4500,4525
N POST PL,N,POST,PL, ,200,299
W POSTOFFICE RD,W,POSTOFFICE,RD, ,0,0
N POTAWATOMIE AVE,N,POTAWATOMIE,AVE, ,4422,5299
W POTOMAC AVE,W,POTOMAC,AVE, ,1300,5999
S PRAIRIE AVE,S,PRAIRIE,AVE, ,1200,13399
S PRAIRIE PKWY,S,PRAIRIE,PKWY, ,1801,1899
S PRAIRIE PARK PL,S,PRAIRIE PARK,PL, ,8100,8199
W PRATT AVE,W,PRATT,AVE, ,7200,7599
W PRATT BLVD,W,PRATT,BLVD, ,1000,3199
N PRESCOTT AVE,N,PRESCOTT,AVE, ,6140,6199
S PRINCETON AVE,S,PRINCETON,AVE, ,2100,12699
W PRINDIVILLE ST,W,PRINDIVILLE,ST, ,2700,2799
S PRIVATE,S,PRIVATE, , ,4100,4299
W PRIVATE,W,PRIVATE, , ,1940,1999
N PRIVATE DR,N,PRIVATE,DR, ,2290,2399
W PRIVATE ST,W,PRIVATE,ST, ,4535,4699
S PROMONTORY DR,S,PROMONTORY,DR, ,6400,6599
S PROSPECT AVE,S,PROSPECT,AVE, ,9500,11099
S PROSPECT SQ,S,PROSPECT,SQ, ,9100,9130
W PRYOR AVE,W,PRYOR,AVE, ,1600,1933
E PUBLIC WAY,E,PUBLIC,WAY, ,1532,1599
N PULASKI RD,N,PULASKI,RD, ,1,6399
S PULASKI RD,S,PULASKI,RD, ,1,11499
W QUINCY CT,W,QUINCY,CT, ,1,23
W QUINCY ST,W,QUINCY,ST, ,1,5599
S QUINN ST,S,QUINN,ST, ,2700,3099
W RACE AVE,W,RACE,AVE, ,1200,5999
N RACINE AVE,N,RACINE,AVE, ,1,4799
S RACINE AVE,S,RACINE,AVE, ,1,12299
W RAILROAD AVE,W,RAILROAD,AVE, ,5801,5999
E RAINEY DR,E,RAINEY,DR, ,600,731
E RANDOLPH ST,E,RANDOLPH,ST, ,1,599
W RANDOLPH ST N,W,RANDOLPH,ST,N,720,1420
W RANDOLPH ST S,W,RANDOLPH,ST,S,701,1421
W RANDOLPH ST,W,RANDOLPH,ST, ,1,3170
E RANDOLPH LOWER ST,E,RANDOLPH LOWER,ST, ,120,399
N RANDOLPH LSD ER,N,RANDOLPH LSD,ER, ,160,199
N RANDOLPH ST WACKER ER,N,RANDOLPH ST WACKER,ER, ,160,399
E RANDOLPH SUB ST,E,RANDOLPH SUB,ST, ,0,441
W RASCHER AVE,W,RASCHER,AVE, ,1400,8599
